CM079351.1 NC_045152.1 chr1
NA NW_024880800.1 unplaced_scaffold1263
NA NW_024880801.1 unplaced_scaffold1264
NA NW_024880802.1 unplaced_scaffold1265
NA NW_024880803.1 unplaced_scaffold1266
NA NW_024880804.1 unplaced_scaffold1267
NA NW_024880805.1 unplaced_scaffold1268
NA NW_024880806.1 unplaced_scaffold1269
NA NW_024880807.1 unplaced_scaffold1270
NA NW_024880808.1 unplaced_scaffold1271
NA NW_024880809.1 unplaced_scaffold1272
NA NW_024880810.1 unplaced_scaffold1273
NA NW_024880811.1 unplaced_scaffold1274
NA NW_024880812.1 unplaced_scaffold1275
NA NW_024880813.1 unplaced_scaffold1276
NA NW_024880814.1 unplaced_scaffold1277
NA NW_024880815.1 unplaced_scaffold1278
NA NW_024880816.1 unplaced_scaffold1279
NA NW_024880817.1 unplaced_scaffold1280
NA NW_024880818.1 unplaced_scaffold1281
NA NW_024880819.1 unplaced_scaffold1282
NA NW_024880820.1 unplaced_scaffold1283
NA NW_024880821.1 unplaced_scaffold1284
NA NW_024880822.1 unplaced_scaffold1285
NA NW_024880823.1 unplaced_scaffold1286
NA NW_024880824.1 unplaced_scaffold1287
NA NW_024880825.1 unplaced_scaffold1288
NA NW_024880826.1 unplaced_scaffold1289
NA NW_024880827.1 unplaced_scaffold1290
NA NW_024880828.1 unplaced_scaffold1291
NA NW_024880829.1 unplaced_scaffold1292
NA NW_024880830.1 unplaced_scaffold1293
NA NW_024880831.1 unplaced_scaffold1294
NA NW_024880832.1 unplaced_scaffold1295
NA NW_024880833.1 unplaced_scaffold1296
NA NW_024880834.1 unplaced_scaffold1297
NA NW_024880835.1 unplaced_scaffold1298
NA NW_024880836.1 unplaced_scaffold1299
NA NW_024880837.1 unplaced_scaffold1300
NA NW_024880838.1 unplaced_scaffold1301
NA NW_024880839.1 unplaced_scaffold1302
NA NW_024880840.1 unplaced_scaffold1303
NA NW_024880841.1 unplaced_scaffold1304
NA NW_024880842.1 unplaced_scaffold1305
NA NW_024880843.1 unplaced_scaffold1306
NA NW_024880844.1 unplaced_scaffold1307
NA NW_024880845.1 unplaced_scaffold1308
NA NW_024880846.1 unplaced_scaffold1309
NA NW_024880847.1 unplaced_scaffold1310
NA NW_024880848.1 unplaced_scaffold1311
NA NW_024880849.1 unplaced_scaffold1312
NA NW_024880850.1 unplaced_scaffold1313
NA NW_024880851.1 unplaced_scaffold1314
NA NW_024880852.1 unplaced_scaffold1315
NA NW_024880853.1 unplaced_scaffold1316
NA NW_024880854.1 unplaced_scaffold1317
NA NW_024880855.1 unplaced_scaffold1318
NA NW_024880856.1 unplaced_scaffold1319
NA NW_024880857.1 unplaced_scaffold1320
NA NW_024880858.1 unplaced_scaffold1321
NA NW_024880859.1 unplaced_scaffold1322
NA NW_024880860.1 unplaced_scaffold1323
NA NW_024880861.1 unplaced_scaffold1324
NA NW_024880862.1 unplaced_scaffold1325
NA NW_024880863.1 unplaced_scaffold1326
NA NW_024880864.1 unplaced_scaffold1327
NA NW_024880865.1 unplaced_scaffold1328
NA NW_024880866.1 unplaced_scaffold1329
NA NW_024880867.1 unplaced_scaffold1330
NA NW_024880868.1 unplaced_scaffold1331
NA NW_024880869.1 unplaced_scaffold1332
NA NW_024880870.1 unplaced_scaffold1333
NA NW_024880871.1 unplaced_scaffold1334
NA NW_024880872.1 unplaced_scaffold1335
NA NW_024880873.1 unplaced_scaffold1336
NA NW_024880874.1 unplaced_scaffold1337
NA NW_024880875.1 unplaced_scaffold1338
NA NW_024880876.1 unplaced_scaffold1339
NA NW_024880877.1 unplaced_scaffold1340
NA NW_024880878.1 unplaced_scaffold1341
NA NW_024880879.1 unplaced_scaffold1342
NA NW_024880880.1 unplaced_scaffold1343
NA NW_024880881.1 unplaced_scaffold1344
NA NW_024880882.1 unplaced_scaffold1345
NA NW_024880883.1 unplaced_scaffold1346
NA NW_024880884.1 unplaced_scaffold1347
NA NW_024880885.1 unplaced_scaffold1348
NA NW_024880886.1 unplaced_scaffold1349
NA NW_024880887.1 unplaced_scaffold1350
NA NW_024880888.1 unplaced_scaffold1351
NA NW_024880889.1 unplaced_scaffold1352
NA NW_024880890.1 unplaced_scaffold1353
NA NW_024880891.1 unplaced_scaffold1354
NA NW_024880892.1 unplaced_scaffold1355
NA NW_024880893.1 unplaced_scaffold1356
NA NW_024880894.1 unplaced_scaffold1357
NA NW_024880895.1 unplaced_scaffold1358
NA NW_024880896.1 unplaced_scaffold1359
NA NW_024880897.1 unplaced_scaffold1360
NA NW_024880898.1 unplaced_scaffold1361
NA NW_024880899.1 unplaced_scaffold1362
NA NW_024880900.1 unplaced_scaffold1363
NA NW_024880901.1 unplaced_scaffold1364
NA NW_024880902.1 unplaced_scaffold1365
NA NW_024880903.1 unplaced_scaffold1366
NA NW_024880904.1 unplaced_scaffold1367
NA NW_024880905.1 unplaced_scaffold1368
NA NW_024880906.1 unplaced_scaffold1369
NA NW_024880907.1 unplaced_scaffold1370
NA NW_024880908.1 unplaced_scaffold1371
NA NW_024880909.1 unplaced_scaffold1372
NA NW_024880910.1 unplaced_scaffold1373
NA NW_024880911.1 unplaced_scaffold1374
NA NW_024880912.1 unplaced_scaffold1375
NA NW_024880913.1 unplaced_scaffold1376
NA NW_024880914.1 unplaced_scaffold1377
NA NW_024880915.1 unplaced_scaffold1378
NA NW_024880916.1 unplaced_scaffold1379
NA NW_024880917.1 unplaced_scaffold1380
NA NW_024880918.1 unplaced_scaffold1381
NA NW_024880919.1 unplaced_scaffold1382
NA NW_024880920.1 unplaced_scaffold1383
NA NW_024880921.1 unplaced_scaffold1384
NA NW_024880922.1 unplaced_scaffold1385
NA NW_024880923.1 unplaced_scaffold1386
NA NW_024880924.1 unplaced_scaffold1387
NA NW_024880925.1 unplaced_scaffold1388
NA NW_024880926.1 unplaced_scaffold1389
NA NW_024880927.1 unplaced_scaffold1390
NA NW_024880928.1 unplaced_scaffold1391
NA NW_024880929.1 unplaced_scaffold1392
NA NW_024880930.1 unplaced_scaffold1393
NA NW_024880931.1 unplaced_scaffold1394
NA NW_024880932.1 unplaced_scaffold1395
NA NW_024880933.1 unplaced_scaffold1396
NA NW_024880934.1 unplaced_scaffold1397
NA NW_024880935.1 unplaced_scaffold1398
NA NW_024880936.1 unplaced_scaffold1399
NA NW_024880937.1 unplaced_scaffold1400
NA NW_024880938.1 unplaced_scaffold1401
NA NW_024880939.1 unplaced_scaffold1402
NA NW_024880940.1 unplaced_scaffold1403
NA NW_024880941.1 unplaced_scaffold1404
NA NW_024880942.1 unplaced_scaffold1405
NA NW_024880943.1 unplaced_scaffold1406
NA NW_024880944.1 unplaced_scaffold1407
NA NW_024880945.1 unplaced_scaffold1408
NA NW_024880946.1 unplaced_scaffold1409
NA NW_024880947.1 unplaced_scaffold1410
NA NW_024880948.1 unplaced_scaffold1411
NA NW_024880949.1 unplaced_scaffold1412
NA NW_024880950.1 unplaced_scaffold1413
NA NW_024880951.1 unplaced_scaffold1414
NA NW_024880952.1 unplaced_scaffold1415
NA NW_024880953.1 unplaced_scaffold1416
NA NW_024880954.1 unplaced_scaffold1417
NA NW_024880955.1 unplaced_scaffold1418
NA NW_024880956.1 unplaced_scaffold1419
NA NW_024880957.1 unplaced_scaffold1420
NA NW_024880958.1 unplaced_scaffold1421
NA NW_024880959.1 unplaced_scaffold1422
NA NW_024880960.1 unplaced_scaffold1423
NA NW_024880961.1 unplaced_scaffold1424
NA NW_024880962.1 unplaced_scaffold1425
NA NW_024880963.1 unplaced_scaffold1426
NA NW_024880964.1 unplaced_scaffold1427
NA NW_024880965.1 unplaced_scaffold1428
NA NW_024880966.1 unplaced_scaffold1429
NA NW_024880967.1 unplaced_scaffold1430
NA NW_024880968.1 unplaced_scaffold1431
NA NW_024880969.1 unplaced_scaffold1432
NA NW_024880970.1 unplaced_scaffold1433
NA NW_024880971.1 unplaced_scaffold1434
NA NW_024880972.1 unplaced_scaffold1435
NA NW_024880973.1 unplaced_scaffold1436
NA NW_024880974.1 unplaced_scaffold1437
NA NW_024880975.1 unplaced_scaffold1438
NA NW_024880976.1 unplaced_scaffold1439
NA NW_024880977.1 unplaced_scaffold1440
NA NW_024880978.1 unplaced_scaffold1441
NA NW_024880979.1 unplaced_scaffold1442
NA NW_024880980.1 unplaced_scaffold1443
NA NW_024880981.1 unplaced_scaffold1444
NA NW_024880982.1 unplaced_scaffold1445
NA NW_024880983.1 unplaced_scaffold1446
NA NW_024880984.1 unplaced_scaffold1447
NA NW_024880985.1 unplaced_scaffold1448
NA NW_024880986.1 unplaced_scaffold1449
NA NW_024880987.1 unplaced_scaffold1450
NA NW_024880988.1 unplaced_scaffold1451
NA NW_024880989.1 unplaced_scaffold1452
NA NW_024880990.1 unplaced_scaffold1453
NA NW_024880991.1 unplaced_scaffold1454
NA NW_024880992.1 unplaced_scaffold1455
NA NW_024880993.1 unplaced_scaffold1456
NA NW_024880994.1 unplaced_scaffold1457
NA NW_024880995.1 unplaced_scaffold1458
NA NW_024880996.1 unplaced_scaffold1459
NA NW_024880997.1 unplaced_scaffold1460
NA NW_024880998.1 unplaced_scaffold1461
NA NW_024880999.1 unplaced_scaffold1462
NA NW_024881000.1 unplaced_scaffold1463
NA NW_024881001.1 unplaced_scaffold1464
NA NW_024881002.1 unplaced_scaffold1465
NA NW_024881003.1 unplaced_scaffold1466
NA NW_024881004.1 unplaced_scaffold1467
NA NW_024881005.1 unplaced_scaffold1468
NA NW_024881006.1 unplaced_scaffold1469
NA NW_024881007.1 unplaced_scaffold1470
NA NW_024881008.1 unplaced_scaffold1471
NA NW_024881009.1 unplaced_scaffold1472
NA NW_024881010.1 unplaced_scaffold1473
NA NW_024881011.1 unplaced_scaffold1474
NA NW_024881012.1 unplaced_scaffold1475
NA NW_024881013.1 unplaced_scaffold1476
NA NW_024881014.1 unplaced_scaffold1477
NA NW_024881015.1 unplaced_scaffold1478
NA NW_024881016.1 unplaced_scaffold1479
NA NW_024881017.1 unplaced_scaffold1480
NA NW_024881018.1 unplaced_scaffold1481
NA NW_024881019.1 unplaced_scaffold1482
NA NW_024881020.1 unplaced_scaffold1483
NA NW_024881021.1 unplaced_scaffold1484
NA NW_024881022.1 unplaced_scaffold1485
NA NW_024881023.1 unplaced_scaffold1486
NA NW_024881024.1 unplaced_scaffold1487
NA NW_024881025.1 unplaced_scaffold1488
NA NW_024881026.1 unplaced_scaffold1489
NA NW_024881027.1 unplaced_scaffold1490
NA NW_024881028.1 unplaced_scaffold1491
NA NW_024881029.1 unplaced_scaffold1492
NA NW_024881030.1 unplaced_scaffold1493
NA NW_024881031.1 unplaced_scaffold1494
NA NW_024881032.1 unplaced_scaffold1495
NA NW_024881033.1 unplaced_scaffold1496
NA NW_024881034.1 unplaced_scaffold1497
NA NW_024881035.1 unplaced_scaffold1498
NA NW_024881036.1 unplaced_scaffold1499
NA NW_024881037.1 unplaced_scaffold1500
NA NW_024881038.1 unplaced_scaffold1501
NA NW_024881039.1 unplaced_scaffold1502
NA NW_024881040.1 unplaced_scaffold1503
NA NW_024881041.1 unplaced_scaffold1504
NA NW_024881042.1 unplaced_scaffold1505
NA NW_024881043.1 unplaced_scaffold1506
NA NW_024881044.1 unplaced_scaffold1507
NA NW_024881045.1 unplaced_scaffold1508
NA NW_024881046.1 unplaced_scaffold1509
NA NW_024881047.1 unplaced_scaffold1510
NA NW_024881048.1 unplaced_scaffold1511
NA NW_024881049.1 unplaced_scaffold1512
NA NW_024881050.1 unplaced_scaffold1513
NA NW_024881051.1 unplaced_scaffold1514
NA NW_024881052.1 unplaced_scaffold1515
NA NW_024881053.1 unplaced_scaffold1516
NA NW_024881054.1 unplaced_scaffold1517
NA NW_024881055.1 unplaced_scaffold1518
NA NW_024881056.1 unplaced_scaffold1519
NA NW_024881057.1 unplaced_scaffold1520
NA NW_024881058.1 unplaced_scaffold1521
NA NW_024881059.1 unplaced_scaffold1522
NA NW_024881060.1 unplaced_scaffold1523
NA NW_024881061.1 unplaced_scaffold1524
NA NW_024881062.1 unplaced_scaffold1525
NA NW_024881063.1 unplaced_scaffold1526
NA NW_024881064.1 unplaced_scaffold1527
NA NW_024881065.1 unplaced_scaffold1528
NA NW_024881066.1 unplaced_scaffold1529
NA NW_024881067.1 unplaced_scaffold1530
NA NW_024881068.1 unplaced_scaffold1531
NA NW_024881069.1 unplaced_scaffold1532
NA NW_024881070.1 unplaced_scaffold1533
NA NW_024881071.1 unplaced_scaffold1534
NA NW_024881072.1 unplaced_scaffold1535
NA NW_024881073.1 unplaced_scaffold1536
NA NW_024881074.1 unplaced_scaffold1537
NA NW_024881075.1 unplaced_scaffold1538
NA NW_024881076.1 unplaced_scaffold1539
NA NW_024881077.1 unplaced_scaffold1540
NA NW_024881078.1 unplaced_scaffold1541
NA NW_024881079.1 unplaced_scaffold1542
NA NW_024881080.1 unplaced_scaffold1543
NA NW_024881081.1 unplaced_scaffold1544
NA NW_024881082.1 unplaced_scaffold1545
NA NW_024881083.1 unplaced_scaffold1546
NA NW_024881084.1 unplaced_scaffold1547
NA NW_024881085.1 unplaced_scaffold1548
NA NW_024881086.1 unplaced_scaffold1549
NA NW_024881087.1 unplaced_scaffold1550
NA NW_024881088.1 unplaced_scaffold1551
NA NW_024881089.1 unplaced_scaffold1552
NA NW_024881090.1 unplaced_scaffold1553
NA NW_024881091.1 unplaced_scaffold1554
NA NW_024881092.1 unplaced_scaffold1555
NA NW_024881093.1 unplaced_scaffold1556
NA NW_024881094.1 unplaced_scaffold1557
NA NW_024881095.1 unplaced_scaffold1558
NA NW_024881096.1 unplaced_scaffold1559
NA NW_024881097.1 unplaced_scaffold1560
NA NW_024881098.1 unplaced_scaffold1561
NA NW_024881099.1 unplaced_scaffold1562
NA NW_024881100.1 unplaced_scaffold1563
NA NW_024881101.1 unplaced_scaffold1564
NA NW_024881102.1 unplaced_scaffold1565
NA NW_024881103.1 unplaced_scaffold1566
NA NW_024881104.1 unplaced_scaffold1567
NA NW_024881105.1 unplaced_scaffold1568
NA NW_024881106.1 unplaced_scaffold1569
NA NW_024881107.1 unplaced_scaffold1570
NA NW_024881108.1 unplaced_scaffold1571
NA NW_024881109.1 unplaced_scaffold1572
NA NW_024881110.1 unplaced_scaffold1573
NA NW_024881111.1 unplaced_scaffold1574
NA NW_024881112.1 unplaced_scaffold1575
NA NW_024881113.1 unplaced_scaffold1576
NA NW_024881114.1 unplaced_scaffold1577
NA NW_024881115.1 unplaced_scaffold1578
NA NW_024881116.1 unplaced_scaffold1579
NA NW_024881117.1 unplaced_scaffold1580
NA NW_024881118.1 unplaced_scaffold1581
NA NW_024881119.1 unplaced_scaffold1582
NA NW_024881120.1 unplaced_scaffold1583
NA NW_024881121.1 unplaced_scaffold1584
NA NW_024881122.1 unplaced_scaffold1585
NA NW_024881123.1 unplaced_scaffold1586
NA NW_024881124.1 unplaced_scaffold1587
NA NW_024881125.1 unplaced_scaffold1588
NA NW_024881126.1 unplaced_scaffold1589
NA NW_024881127.1 unplaced_scaffold1590
NA NW_024881128.1 unplaced_scaffold1591
NA NW_024881129.1 unplaced_scaffold1592
NA NW_024881130.1 unplaced_scaffold1593
NA NW_024881131.1 unplaced_scaffold1594
NA NW_024881132.1 unplaced_scaffold1595
NA NW_024881133.1 unplaced_scaffold1596
NA NW_024881134.1 unplaced_scaffold1597
NA NW_024881135.1 unplaced_scaffold1598
NA NW_024881136.1 unplaced_scaffold1599
NA NW_024881137.1 unplaced_scaffold1600
NA NW_024881138.1 unplaced_scaffold1601
NA NW_024881139.1 unplaced_scaffold1602
NA NW_024881140.1 unplaced_scaffold1603
NA NW_024881141.1 unplaced_scaffold1604
NA NW_024881142.1 unplaced_scaffold1605
NA NW_024881143.1 unplaced_scaffold1606
NA NW_024881144.1 unplaced_scaffold1607
NA NW_024881145.1 unplaced_scaffold1608
NA NW_024881146.1 unplaced_scaffold1609
NA NW_024881147.1 unplaced_scaffold1610
NA NW_024881148.1 unplaced_scaffold1611
NA NW_024881149.1 unplaced_scaffold1612
NA NW_024881150.1 unplaced_scaffold1613
NA NW_024881151.1 unplaced_scaffold1614
NA NW_024881152.1 unplaced_scaffold1615
NA NW_024881153.1 unplaced_scaffold1616
NA NW_024881154.1 unplaced_scaffold1617
NA NW_024881155.1 unplaced_scaffold1618
NA NW_024881156.1 unplaced_scaffold1619
NA NW_024881157.1 unplaced_scaffold1620
NA NW_024881158.1 unplaced_scaffold1621
NA NW_024881159.1 unplaced_scaffold1622
NA NW_024881160.1 unplaced_scaffold1623
NA NW_024881161.1 unplaced_scaffold1624
NA NW_024881162.1 unplaced_scaffold1625
NA NW_024881163.1 unplaced_scaffold1626
NA NW_024881164.1 unplaced_scaffold1627
NA NW_024881165.1 unplaced_scaffold1628
NA NW_024881166.1 unplaced_scaffold1629
NA NW_024881167.1 unplaced_scaffold1630
NA NW_024881168.1 unplaced_scaffold1631
NA NW_024881169.1 unplaced_scaffold1632
NA NW_024881170.1 unplaced_scaffold1633
NA NW_024881171.1 unplaced_scaffold1634
NA NW_024881172.1 unplaced_scaffold1635
NA NW_024881173.1 unplaced_scaffold1636
NA NW_024881174.1 unplaced_scaffold1637
NA NW_024881175.1 unplaced_scaffold1638
NA NW_024881176.1 unplaced_scaffold1639
NA NW_024881177.1 unplaced_scaffold1640
NA NW_024881178.1 unplaced_scaffold1641
NA NW_024881179.1 unplaced_scaffold1642
NA NW_024881180.1 unplaced_scaffold1643
NA NW_024881181.1 unplaced_scaffold1644
NA NW_024881182.1 unplaced_scaffold1645
NA NW_024881183.1 unplaced_scaffold1646
NA NW_024881184.1 unplaced_scaffold1647
NA NW_024881185.1 unplaced_scaffold1648
NA NW_024881186.1 unplaced_scaffold1649
NA NW_024881187.1 unplaced_scaffold1650
NA NW_024881188.1 unplaced_scaffold1651
NA NW_024881189.1 unplaced_scaffold1652
NA NW_024881190.1 unplaced_scaffold1653
NA NW_024881191.1 unplaced_scaffold1654
NA NW_024881192.1 unplaced_scaffold1655
NA NW_024881193.1 unplaced_scaffold1656
NA NW_024881194.1 unplaced_scaffold1657
NA NW_024881195.1 unplaced_scaffold1658
NA NW_024881196.1 unplaced_scaffold1659
NA NW_024881197.1 unplaced_scaffold1660
NA NW_024881198.1 unplaced_scaffold1661
NA NW_024881199.1 unplaced_scaffold1662
NA NW_024881200.1 unplaced_scaffold1663
NA NW_024881201.1 unplaced_scaffold1664
NA NW_024881202.1 unplaced_scaffold1665
NA NW_024881203.1 unplaced_scaffold1666
NA NW_024881204.1 unplaced_scaffold1667
NA NW_024881205.1 unplaced_scaffold1668
NA NW_024881206.1 unplaced_scaffold1669
NA NW_024881207.1 unplaced_scaffold1670
NA NW_024881208.1 unplaced_scaffold1671
NA NW_024881209.1 unplaced_scaffold1672
NA NW_024881210.1 unplaced_scaffold1673
NA NW_024881211.1 unplaced_scaffold1674
NA NW_024881212.1 unplaced_scaffold1675
NA NW_024881213.1 unplaced_scaffold1676
NA NW_024881214.1 unplaced_scaffold1677
NA NW_024881215.1 unplaced_scaffold1678
NA NW_024881216.1 unplaced_scaffold1679
NA NW_024881217.1 unplaced_scaffold1680
NA NW_024881218.1 unplaced_scaffold1681
NA NW_024881219.1 unplaced_scaffold1682
NA NW_024881220.1 unplaced_scaffold1683
NA NW_024881221.1 unplaced_scaffold1684
NA NW_024881222.1 unplaced_scaffold1685
NA NW_024881223.1 unplaced_scaffold1686
NA NW_024881224.1 unplaced_scaffold1687
NA NW_024881225.1 unplaced_scaffold1688
NA NW_024881226.1 unplaced_scaffold1689
NA NW_024881227.1 unplaced_scaffold1690
NA NW_024881228.1 unplaced_scaffold1691
NA NW_024881229.1 unplaced_scaffold1692
NA NW_024881230.1 unplaced_scaffold1693
NA NW_024881231.1 unplaced_scaffold1694
NA NW_024881232.1 unplaced_scaffold1695
NA NW_024881233.1 unplaced_scaffold1696
NA NW_024881234.1 unplaced_scaffold1697
NA NW_024881235.1 unplaced_scaffold1698
NA NW_024881236.1 unplaced_scaffold1699
NA NW_024881237.1 unplaced_scaffold1700
NA NW_024881238.1 unplaced_scaffold1701
NA NW_024881239.1 unplaced_scaffold1702
NA NW_024881240.1 unplaced_scaffold1703
NA NW_024881241.1 unplaced_scaffold1704
NA NW_024881242.1 unplaced_scaffold1705
NA NW_024881243.1 unplaced_scaffold1706
NA NW_024881244.1 unplaced_scaffold1707
NA NW_024881245.1 unplaced_scaffold1708
NA NW_024881246.1 unplaced_scaffold1709
NA NW_024881247.1 unplaced_scaffold1710
NA NW_024881248.1 unplaced_scaffold1711
NA NW_024881249.1 unplaced_scaffold1712
NA NW_024881250.1 unplaced_scaffold1713
NA NW_024881251.1 unplaced_scaffold1714
NA NW_024881252.1 unplaced_scaffold1715
NA NW_024881253.1 unplaced_scaffold1716
NA NW_024881254.1 unplaced_scaffold1717
NA NW_024881255.1 unplaced_scaffold1718
NA NW_024881256.1 unplaced_scaffold1719
NA NW_024881257.1 unplaced_scaffold1720
NA NW_024881258.1 unplaced_scaffold1721
NA NW_024881259.1 unplaced_scaffold1722
NA NW_024881260.1 unplaced_scaffold1723
